CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF;REGIAO
6521;3521002;IPERÓ;Iperó;SP;SUDESTE
6523;3521101;IPEÚNA;Ipeúna;SP;SUDESTE
6525;3521200;IPORANGA;Iporanga;SP;SUDESTE
6527;3521309;IPUÃ;Ipuã;SP;SUDESTE
6529;3521408;IRACEMÁPOLIS;Iracemápolis;SP;SUDESTE
6531;3521507;IRAPUÃ;Irapuã;SP;SUDESTE
6533;3521606;IRAPURU;Irapuru;SP;SUDESTE
6535;3521705;ITABERÁ;Itaberá;SP;SUDESTE
6537;3521804;ITAÍ;Itaí;SP;SUDESTE
6539;3521903;ITAJOBI;Itajobi;SP;SUDESTE
6541;3522000;ITAJU;Itaju;SP;SUDESTE
6543;3522109;ITANHAÉM;Itanhaém;SP;SUDESTE
6545;3522208;ITAPECERICA DA SERRA;Itapecerica da Serra;SP;SUDESTE
6547;3522307;ITAPETININGA;Itapetininga;SP;SUDESTE
6549;3522406;ITAPEVA;Itapeva;SP;SUDESTE
6551;3522505;ITAPEVI;Itapevi;SP;SUDESTE
6553;3522604;ITAPIRA;Itapira;SP;SUDESTE
6555;3522703;ITÁPOLIS;Itápolis;SP;SUDESTE
6557;3522802;ITAPORANGA;Itaporanga;SP;SUDESTE
6559;3522901;ITAPUÍ;Itapuí;SP;SUDESTE
6561;3523008;ITAPURA;Itapura;SP;SUDESTE
6563;3523107;ITAQUAQUECETUBA;Itaquaquecetuba;SP;SUDESTE
6565;3523206;ITARARÉ;Itararé;SP;SUDESTE
6567;3523305;ITARIRI;Itariri;SP;SUDESTE
6569;3523404;ITATIBA;Itatiba;SP;SUDESTE
6571;3523503;ITATINGA;Itatinga;SP;SUDESTE
6573;3523602;ITIRAPINA;Itirapina;SP;SUDESTE
6575;3523701;ITIRAPUÃ;Itirapuã;SP;SUDESTE
6577;3523800;ITOBI;Itobi;SP;SUDESTE
6579;3523909;ITU;Itu;SP;SUDESTE
6581;3524006;ITUPEVA;Itupeva;SP;SUDESTE
6583;3524105;ITUVERAVA;Ituverava;SP;SUDESTE
6585;3524204;JABORANDI;Jaborandi;SP;SUDESTE
6587;3524303;JABOTICABAL;Jaboticabal;SP;SUDESTE
6589;3524402;JACAREÍ;Jacareí;SP;SUDESTE
6591;3524501;JACI;Jaci;SP;SUDESTE
6593;3524600;JACUPIRANGA;Jacupiranga;SP;SUDESTE
6595;3524709;JAGUARIÚNA;Jaguariúna;SP;SUDESTE
6597;3524808;JALES;Jales;SP;SUDESTE
6599;3524907;JAMBEIRO;Jambeiro;SP;SUDESTE
6601;3525003;JANDIRA;Jandira;SP;SUDESTE
6603;3525102;JARDINÓPOLIS;Jardinópolis;SP;SUDESTE
6605;3525201;JARINU;Jarinu;SP;SUDESTE
6607;3525300;JAÚ;Jaú;SP;SUDESTE
6609;3525409;JERIQUARA;Jeriquara;SP;SUDESTE
6611;3525508;JOANÓPOLIS;Joanópolis;SP;SUDESTE
6613;3525607;JOÃO RAMALHO;João Ramalho;SP;SUDESTE
6615;3525706;JOSÉ BONIFÁCIO;José Bonifácio;SP;SUDESTE
6617;3525805;JÚLIO MESQUITA;Júlio Mesquita;SP;SUDESTE
6619;3525904;JUNDIAÍ;Jundiaí;SP;SUDESTE
6621;3526001;JUNQUEIRÓPOLIS;Junqueirópolis;SP;SUDESTE
6623;3526100;JUQUIÁ;Juquiá;SP;SUDESTE
6625;3526209;JUQUITIBA;Juquitiba;SP;SUDESTE
6627;3526308;LAGOINHA;Lagoinha;SP;SUDESTE
6629;3526407;LARANJAL PAULISTA;Laranjal Paulista;SP;SUDESTE
6631;3526506;LAVÍNIA;Lavínia;SP;SUDESTE
6633;3526605;LAVRINHAS;Lavrinhas;SP;SUDESTE
6635;3526704;LEME;Leme;SP;SUDESTE
6637;3526803;LENÇÓIS PAULISTA;Lençóis Paulista;SP;SUDESTE
6639;3526902;LIMEIRA;Limeira;SP;SUDESTE
6641;3527009;LINDÓIA;Lindóia;SP;SUDESTE
6643;3527108;LINS;Lins;SP;SUDESTE
6645;3527207;LORENA;Lorena;SP;SUDESTE
6647;3527306;LOUVEIRA;Louveira;SP;SUDESTE
6649;3527405;LUCÉLIA;Lucélia;SP;SUDESTE
6651;3527504;LUCIANÓPOLIS;Lucianópolis;SP;SUDESTE
6653;3527603;LUÍS ANTÔNIO;Luís Antônio;SP;SUDESTE
6655;3527702;LUIZIÂNIA;Luiziânia;SP;SUDESTE
6657;3527801;LUPÉRCIO;Lupércio;SP;SUDESTE
6659;3527900;LUTÉCIA;Lutécia;SP;SUDESTE
6661;3528007;MACATUBA;Macatuba;SP;SUDESTE
6663;3528106;MACAUBAL;Macaubal;SP;SUDESTE
6665;3528205;MACEDÔNIA;Macedônia;SP;SUDESTE
6667;3528304;MAGDA;Magda;SP;SUDESTE
6669;3528403;MAIRINQUE;Mairinque;SP;SUDESTE
6671;3528502;MAIRIPORÃ;Mairiporã;SP;SUDESTE
6673;3528601;MANDURI;Manduri;SP;SUDESTE
6675;3528700;MARABÁ PAULISTA;Marabá Paulista;SP;SUDESTE
6677;3528809;MARACAÍ;Maracaí;SP;SUDESTE
6679;3528908;MARIÁPOLIS;Mariápolis;SP;SUDESTE
6681;3529005;MARÍLIA;Marília;SP;SUDESTE
6683;3529104;MARINÓPOLIS;Marinópolis;SP;SUDESTE
6685;3529203;MARTINÓPOLIS;Martinópolis;SP;SUDESTE
6687;3529302;MATÃO;Matão;SP;SUDESTE
6689;3529401;MAUÁ;Mauá;SP;SUDESTE
6691;3529500;MENDONÇA;Mendonça;SP;SUDESTE
6693;3529609;MERIDIANO;Meridiano;SP;SUDESTE
6695;3529708;MIGUELÓPOLIS;Miguelópolis;SP;SUDESTE
6697;3529807;MINEIROS DO TIETÊ;Mineiros do Tietê;SP;SUDESTE
6699;3529906;MIRACATU;Miracatu;SP;SUDESTE
6701;3530003;MIRA ESTRELA;Mira Estrela;SP;SUDESTE
6703;3530102;MIRANDÓPOLIS;Mirandópolis;SP;SUDESTE
6705;3530201;MIRANTE DO PARANAPANEMA;Mirante do Paranapanema;SP;SUDESTE
6707;3530300;MIRASSOL;Mirassol;SP;SUDESTE
6709;3530409;MIRASSOLÂNDIA;Mirassolândia;SP;SUDESTE
6711;3530508;MOCOCA;Mococa;SP;SUDESTE
6713;3530607;MOGI DAS CRUZES;Mogi das Cruzes;SP;SUDESTE
6715;3530706;MOGI-GUACU;Mogi Guaçu;SP;SUDESTE
6717;3530805;Mogi Mirim;Mogi Mirim;SP;SUDESTE
6719;3530904;MOMBUCA;Mombuca;SP;SUDESTE
6721;3531001;MONÇÕES;Monções;SP;SUDESTE
6723;3531100;MONGAGUÁ;Mongaguá;SP;SUDESTE
6725;3531209;MONTE ALEGRE DO SUL;Monte Alegre do Sul;SP;SUDESTE
6727;3531308;MONTE ALTO;Monte Alto;SP;SUDESTE
6729;3531407;MONTE APRAZÍVEL;Monte Aprazível;SP;SUDESTE
6731;3531506;MONTE AZUL PAULISTA;Monte Azul Paulista;SP;SUDESTE
6733;3531605;MONTE CASTELO;Monte Castelo;SP;SUDESTE
6735;3531704;MONTEIRO LOBATO;Monteiro Lobato;SP;SUDESTE
6737;3531803;MONTE MOR;Monte Mor;SP;SUDESTE
6739;3531902;MORRO AGUDO;Morro Agudo;SP;SUDESTE
6741;3532009;MORUNGABA;Morungaba;SP;SUDESTE
6743;3532108;MURUTINGA DO SUL;Murutinga do Sul;SP;SUDESTE
6745;3532207;NARANDIBA;Narandiba;SP;SUDESTE
6747;3532306;NATIVIDADE DA SERRA;Natividade da Serra;SP;SUDESTE
6749;3532405;NAZARÉ PAULISTA;Nazaré Paulista;SP;SUDESTE
6751;3532504;NEVES PAULISTA;Neves Paulista;SP;SUDESTE
6753;3532603;NHANDEARA;Nhandeara;SP;SUDESTE
6755;3532702;NIPOÃ;Nipoã;SP;SUDESTE
6757;3532801;NOVA ALIANÇA;Nova Aliança;SP;SUDESTE
6759;3532900;NOVA EUROPA;Nova Europa;SP;SUDESTE
6761;3533007;NOVA GRANADA;Nova Granada;SP;SUDESTE
6763;3533106;NOVA GUATAPORANGA;Nova Guataporanga;SP;SUDESTE
6765;3533205;NOVA INDEPENDÊNCIA;Nova Independência;SP;SUDESTE
6767;3533304;NOVA LUZITÂNIA;Nova Luzitânia;SP;SUDESTE
6769;3533403;NOVA ODESSA;Nova Odessa;SP;SUDESTE
6771;3533502;NOVO HORIZONTE;Novo Horizonte;SP;SUDESTE
6773;3533601;NUPORANGA;Nuporanga;SP;SUDESTE
6775;3533700;OCAUÇU;Ocauçu;SP;SUDESTE
6777;3533809;ÓLEO;Óleo;SP;SUDESTE
6779;3533908;OLÍMPIA;Olímpia;SP;SUDESTE
6781;3534005;ONDA VERDE;Onda Verde;SP;SUDESTE
6783;3534104;ORIENTE;Oriente;SP;SUDESTE
6785;3534203;ORINDIÚVA;Orindiúva;SP;SUDESTE
6787;3534302;ORLÂNDIA;Orlândia;SP;SUDESTE
6789;3534401;OSASCO;Osasco;SP;SUDESTE
6791;3534500;OSCAR BRESSANE;Oscar Bressane;SP;SUDESTE
6793;3534609;OSVALDO CRUZ;Osvaldo Cruz;SP;SUDESTE
6795;3534708;OURINHOS;Ourinhos;SP;SUDESTE
6797;3534807;OURO VERDE;Ouro Verde;SP;SUDESTE
6799;3534906;PACAEMBU;Pacaembu;SP;SUDESTE
6801;3535002;PALESTINA;Palestina;SP;SUDESTE
6803;3535101;PALMARES PAULISTA;Palmares Paulista;SP;SUDESTE
6805;3535200;PALMEIRA D'OESTE;Palmeira d'Oeste;SP;SUDESTE
6807;3535309;PALMITAL;Palmital;SP;SUDESTE
6809;3535408;PANORAMA;Panorama;SP;SUDESTE
6811;3535507;PARAGUAÇU PAULISTA;Paraguaçu Paulista;SP;SUDESTE
6813;3535606;PARAIBUNA;Paraibuna;SP;SUDESTE
6815;3535705;PARAÍSO;Paraíso;SP;SUDESTE
6817;3535804;PARANAPANEMA;Paranapanema;SP;SUDESTE
6819;3535903;PARANAPUÃ;Paranapuã;SP;SUDESTE
6821;3536000;PARAPUÃ;Parapuã;SP;SUDESTE
6823;3536109;PARDINHO;Pardinho;SP;SUDESTE
6825;3536208;PARIQUERA-AÇU;Pariquera-Açu;SP;SUDESTE
6827;3536307;PATROCÍNIO PAULISTA;Patrocínio Paulista;SP;SUDESTE
6829;3536406;PAULICÉIA;Paulicéia;SP;SUDESTE
6831;3536505;PAULÍNIA;Paulínia;SP;SUDESTE
6833;3536604;PAULO DE FARIA;Paulo de Faria;SP;SUDESTE
6835;3536703;PEDERNEIRAS;Pederneiras;SP;SUDESTE
6837;3536802;PEDRA BELA;Pedra Bela;SP;SUDESTE
6839;3536901;PEDRANÓPOLIS;Pedranópolis;SP;SUDESTE
6841;3537008;PEDREGULHO;Pedregulho;SP;SUDESTE
6843;3537107;PEDREIRA;Pedreira;SP;SUDESTE
6845;3537206;PEDRO DE TOLEDO;Pedro de Toledo;SP;SUDESTE
6847;3537305;PENÁPOLIS;Penápolis;SP;SUDESTE
6849;3537404;PEREIRA BARRETO;Pereira Barreto;SP;SUDESTE
6851;3537503;PEREIRAS;Pereiras;SP;SUDESTE
6853;3537602;PERUÍBE;Peruíbe;SP;SUDESTE
6855;3537701;PIACATU;Piacatu;SP;SUDESTE
6857;3537800;PIEDADE;Piedade;SP;SUDESTE
6859;3537909;PILAR DO SUL;Pilar do Sul;SP;SUDESTE
6861;3538006;PINDAMONHANGABA;Pindamonhangaba;SP;SUDESTE
6863;3538105;PINDORAMA;Pindorama;SP;SUDESTE
6865;3515186;ESPÍRITO SANTO DO PINHAL;Espírito Santo do Pinhal;SP;SUDESTE
6867;3538204;PINHALZINHO;Pinhalzinho;SP;SUDESTE
6869;3538303;PIQUEROBI;Piquerobi;SP;SUDESTE
6871;3538501;PIQUETE;Piquete;SP;SUDESTE
6873;3538600;PIRACAIA;Piracaia;SP;SUDESTE
6875;3538709;PIRACICABA;Piracicaba;SP;SUDESTE
6877;3538808;PIRAJU;Piraju;SP;SUDESTE
6879;3538907;PIRAJUÍ;Pirajuí;SP;SUDESTE
6881;3539004;PIRANGI;Pirangi;SP;SUDESTE
6883;3539103;PIRAPORA DO BOM JESUS;Pirapora do Bom Jesus;SP;SUDESTE
6885;3539202;PIRAPOZINHO;Pirapozinho;SP;SUDESTE
6887;3539301;PIRASSUNUNGA;Pirassununga;SP;SUDESTE
6889;3539400;PIRATININGA;Piratininga;SP;SUDESTE
6891;3539509;PITANGUEIRAS;Pitangueiras;SP;SUDESTE
6893;3539608;PLANALTO;Planalto;SP;SUDESTE
6895;3539707;PLATINA;Platina;SP;SUDESTE
6897;3539806;POÁ;Poá;SP;SUDESTE
6899;3539905;POLONI;Poloni;SP;SUDESTE
6901;3540002;POMPÉIA;Pompéia;SP;SUDESTE
6903;3540101;PONGAÍ;Pongaí;SP;SUDESTE
6905;3540200;PONTAL;Pontal;SP;SUDESTE
6907;3540309;PONTES GESTAL;Pontes Gestal;SP;SUDESTE
6909;3540408;POPULINA;Populina;SP;SUDESTE
6911;3540507;PORANGABA;Porangaba;SP;SUDESTE
6913;3540606;PORTO FELIZ;Porto Feliz;SP;SUDESTE
6915;3540705;PORTO FERREIRA;Porto Ferreira;SP;SUDESTE
6917;3540804;POTIRENDABA;Potirendaba;SP;SUDESTE
6919;3540903;PRADÓPOLIS;Pradópolis;SP;SUDESTE
6921;3541000;PRAIA GRANDE;Praia Grande;SP;SUDESTE
6923;3541109;PRESIDENTE ALVES;Presidente Alves;SP;SUDESTE
6925;3541208;PRESIDENTE BERNARDES;Presidente Bernardes;SP;SUDESTE
6927;3541307;PRESIDENTE EPITÁCIO;Presidente Epitácio;SP;SUDESTE
6929;3541406;PRESIDENTE PRUDENTE;Presidente Prudente;SP;SUDESTE
6931;3541505;PRESIDENTE VENCESLAU;Presidente Venceslau;SP;SUDESTE
6933;3541604;PROMISSÃO;Promissão;SP;SUDESTE
6935;3541703;QUATÁ;Quatá;SP;SUDESTE
6937;3541802;QUEIROZ;Queiroz;SP;SUDESTE
6939;3541901;QUELUZ;Queluz;SP;SUDESTE
6941;3542008;QUINTANA;Quintana;SP;SUDESTE
6943;3542107;RAFARD;Rafard;SP;SUDESTE
6945;3542206;RANCHARIA;Rancharia;SP;SUDESTE
6947;3542305;REDENÇÃO DA SERRA;Redenção da Serra;SP;SUDESTE
6949;3542404;REGENTE FEIJÓ;Regente Feijó;SP;SUDESTE
6951;3542503;REGINÓPOLIS;Reginópolis;SP;SUDESTE
6953;3542602;REGISTRO;Registro;SP;SUDESTE
6955;3542701;RESTINGA;Restinga;SP;SUDESTE
6957;3542800;RIBEIRA;Ribeira;SP;SUDESTE
6959;3542909;RIBEIRÃO BONITO;Ribeirão Bonito;SP;SUDESTE
6961;3543006;RIBEIRÃO BRANCO;Ribeirão Branco;SP;SUDESTE
6963;3543105;RIBEIRÃO CORRENTE;Ribeirão Corrente;SP;SUDESTE
6965;3543204;RIBEIRÃO DO SUL;Ribeirão do Sul;SP;SUDESTE
6967;3543303;RIBEIRÃO PIRES;Ribeirão Pires;SP;SUDESTE
6969;3543402;RIBEIRÃO PRETO;Ribeirão Preto;SP;SUDESTE
6971;3543501;RIVERSUL;Riversul;SP;SUDESTE
6973;3543600;RIFAINA;Rifaina;SP;SUDESTE
6975;3543709;RINCÃO;Rincão;SP;SUDESTE
6977;3543808;RINÓPOLIS;Rinópolis;SP;SUDESTE
6979;3543907;RIO CLARO;Rio Claro;SP;SUDESTE
6981;3544004;RIO DAS PEDRAS;Rio das Pedras;SP;SUDESTE
6983;3544103;RIO GRANDE DA SERRA;Rio Grande da Serra;SP;SUDESTE
6985;3544202;RIOLÂNDIA;Riolândia;SP;SUDESTE
6987;3544301;ROSEIRA;Roseira;SP;SUDESTE
6989;3544400;RUBIÁCEA;Rubiácea;SP;SUDESTE
6991;3544509;RUBINÉIA;Rubinéia;SP;SUDESTE
6993;3544608;SABINO;Sabino;SP;SUDESTE
6995;3544707;SAGRES;Sagres;SP;SUDESTE
6997;3544806;SALES;Sales;SP;SUDESTE
6999;3544905;SALES OLIVEIRA;Sales Oliveira;SP;SUDESTE
7001;3545001;SALESÓPOLIS;Salesópolis;SP;SUDESTE
7003;3545100;SALMOURÃO;Salmourão;SP;SUDESTE
7005;3545209;SALTO;Salto;SP;SUDESTE
7007;3545308;SALTO DE PIRAPORA;Salto de Pirapora;SP;SUDESTE
7009;3545407;SALTO GRANDE;Salto Grande;SP;SUDESTE
7011;3545506;SANDOVALINA;Sandovalina;SP;SUDESTE
7013;3545605;SANTA ADÉLIA;Santa Adélia;SP;SUDESTE
7015;3545704;SANTA ALBERTINA;Santa Albertina;SP;SUDESTE
7017;3545803;SANTA BÁRBARA D'OESTE;Santa Bárbara d'Oeste;SP;SUDESTE
7019;3500550;ÁGUAS DE SANTA BÁRBARA;Águas de Santa Bárbara;SP;SUDESTE
7021;3546009;SANTA BRANCA;Santa Branca;SP;SUDESTE
7023;3546108;SANTA CLARA D'OESTE;Santa Clara d'Oeste;SP;SUDESTE
7025;3546207;SANTA CRUZ DA CONCEIÇÃO;Santa Cruz da Conceição;SP;SUDESTE
7027;3546306;SANTA CRUZ DAS PALMEIRAS;Santa Cruz das Palmeiras;SP;SUDESTE
7029;3546405;SANTA CRUZ DO RIO PARDO;Santa Cruz do Rio Pardo;SP;SUDESTE
7031;3546504;SANTA ERNESTINA;Santa Ernestina;SP;SUDESTE
7033;3546603;SANTA FÉ DO SUL;Santa Fé do Sul;SP;SUDESTE
7035;3546702;SANTA GERTRUDES;Santa Gertrudes;SP;SUDESTE
7037;3546801;SANTA ISABEL;Santa Isabel;SP;SUDESTE
7039;3546900;SANTA LÚCIA;Santa Lúcia;SP;SUDESTE
7041;3547007;SANTA MARIA DA SERRA;Santa Maria da Serra;SP;SUDESTE
7043;3547106;SANTA MERCEDES;Santa Mercedes;SP;SUDESTE
7045;3547205;SANTANA DA PONTE PENSA;Santana da Ponte Pensa;SP;SUDESTE
7047;3547304;SANTANA DE PARNAÍBA;Santana de Parnaíba;SP;SUDESTE
7049;3547403;SANTA RITA D'OESTE;Santa Rita d'Oeste;SP;SUDESTE
7051;3547502;SANTA RITA DO PASSA QUATRO;Santa Rita do Passa Quatro;SP;SUDESTE
7053;3547601;SANTA ROSA DE VITERBO;Santa Rosa de Viterbo;SP;SUDESTE
7055;3547700;SANTO ANASTÁCIO;Santo Anastácio;SP;SUDESTE
7057;3547809;SANTO ANDRÉ;Santo André;SP;SUDESTE
7059;3547908;SANTO ANTÔNIO DA ALEGRIA;Santo Antônio da Alegria;SP;SUDESTE
7061;3548005;SANTO ANTÔNIO DE POSSE;Santo Antônio de Posse;SP;SUDESTE
7063;3548104;SANTO ANTÔNIO DO JARDIM;Santo Antônio do Jardim;SP;SUDESTE
7065;3548203;SANTO ANTÔNIO DO PINHAL;Santo Antônio do Pinhal;SP;SUDESTE
7067;3548302;SANTO EXPEDITO;Santo Expedito;SP;SUDESTE
7069;3548401;SANTÓPOLIS DO AGUAPEÍ;Santópolis do Aguapeí;SP;SUDESTE
7071;3548500;SANTOS;Santos;SP;SUDESTE
7073;3548609;SÃO BENTO DO SAPUCAÍ;São Bento do Sapucaí;SP;SUDESTE
7075;3548708;SÃO BERNARDO DO CAMPO;São Bernardo do Campo;SP;SUDESTE
7077;3548807;SÃO CAETANO DO SUL;São Caetano do Sul;SP;SUDESTE
7079;3548906;SÃO CARLOS;São Carlos;SP;SUDESTE
7081;3549003;SÃO FRANCISCO;São Francisco;SP;SUDESTE
7083;3549102;SÃO JOÃO DA BOA VISTA;São João da Boa Vista;SP;SUDESTE
7085;3549201;SÃO JOÃO DAS DUAS PONTES;São João das Duas Pontes;SP;SUDESTE
7087;3549300;SÃO JOÃO DO PAU D'ALHO;São João do Pau d'Alho;SP;SUDESTE
7089;3549409;SÃO JOAQUIM DA BARRA;São Joaquim da Barra;SP;SUDESTE
7091;3549508;SÃO JOSÉ DA BELA VISTA;São José da Bela Vista;SP;SUDESTE
7093;3549607;SÃO JOSÉ DO BARREIRO;São José do Barreiro;SP;SUDESTE
7095;3549706;SÃO JOSÉ DO RIO PARDO;São José do Rio Pardo;SP;SUDESTE
7097;3549805;SÃO JOSÉ DO RIO PRETO;São José do Rio Preto;SP;SUDESTE
7099;3549904;SÃO JOSÉ DOS CAMPOS;São José dos Campos;SP;SUDESTE
7101;3550001;SAO LUIZ DO PARAITINGA;São Luiz do Paraitinga;SP;SUDESTE
7103;3550100;SÃO MANUEL;São Manuel;SP;SUDESTE
7105;3550209;SÃO MIGUEL ARCANJO;São Miguel Arcanjo;SP;SUDESTE
7107;3550308;SÃO PAULO;São Paulo;SP;SUDESTE
7109;3550407;SÃO PEDRO;São Pedro;SP;SUDESTE
7111;3550506;SÃO PEDRO DO TURVO;São Pedro do Turvo;SP;SUDESTE
7113;3550605;SÃO ROQUE;São Roque;SP;SUDESTE
7115;3550704;SÃO SEBASTIÃO;São Sebastião;SP;SUDESTE
7117;3550803;SÃO SEBASTIÃO DA GRAMA;São Sebastião da Grama;SP;SUDESTE
7119;3550902;SÃO SIMÃO;São Simão;SP;SUDESTE
7121;3551009;SÃO VICENTE;São Vicente;SP;SUDESTE
7123;3551108;SARAPUÍ;Sarapuí;SP;SUDESTE
7125;3551207;SARUTAIÁ;Sarutaiá;SP;SUDESTE
7127;3551306;SEBASTIANÓPOLIS DO SUL;Sebastianópolis do Sul;SP;SUDESTE
7129;3551405;SERRA AZUL;Serra Azul;SP;SUDESTE
7131;3551504;SERRANA;Serrana;SP;SUDESTE
7133;3551603;SERRA NEGRA;Serra Negra;SP;SUDESTE
7135;3551702;SERTÃOZINHO;Sertãozinho;SP;SUDESTE
7137;3551801;SETE BARRAS;Sete Barras;SP;SUDESTE
7139;3551900;SEVERÍNIA;Severínia;SP;SUDESTE
7141;3552007;SILVEIRAS;Silveiras;SP;SUDESTE
7143;3552106;SOCORRO;Socorro;SP;SUDESTE
7145;3552205;SOROCABA;Sorocaba;SP;SUDESTE
7147;3552304;SUD MENNUCCI;Sud Mennucci;SP;SUDESTE
7149;3552403;SUMARÉ;Sumaré;SP;SUDESTE
7151;3552502;SUZANO;Suzano;SP;SUDESTE
7153;3552601;TABAPUÃ;Tabapuã;SP;SUDESTE
7155;3552700;TABATINGA;Tabatinga;SP;SUDESTE
7157;3552809;TABOÃO DA SERRA;Taboão da Serra;SP;SUDESTE
7159;3552908;TACIBA;Taciba;SP;SUDESTE
7161;3553005;TAGUAÍ;Taguaí;SP;SUDESTE
7163;3553104;TAIAÇU;Taiaçu;SP;SUDESTE
7165;3553203;TAIÚVA;Taiúva;SP;SUDESTE
7167;3553302;TAMBAÚ;Tambaú;SP;SUDESTE
7169;3553401;TANABI;Tanabi;SP;SUDESTE
7171;3553500;TAPIRAÍ;Tapiraí;SP;SUDESTE
7173;3553609;TAPIRATIBA;Tapiratiba;SP;SUDESTE
7175;3553708;TAQUARITINGA;Taquaritinga;SP;SUDESTE
7177;3553807;TAQUARITUBA;Taquarituba;SP;SUDESTE
7179;3553906;TARABAI;Tarabai;SP;SUDESTE
7181;3554003;TATUÍ;Tatuí;SP;SUDESTE
7183;3554102;TAUBATÉ;Taubaté;SP;SUDESTE
7185;3554201;TEJUPÁ;Tejupá;SP;SUDESTE
7187;3554300;TEODORO SAMPAIO;Teodoro Sampaio;SP;SUDESTE
7189;3554409;TERRA ROXA;Terra Roxa;SP;SUDESTE
7191;3554508;TIETÊ;Tietê;SP;SUDESTE
7193;3554607;TIMBURI;Timburi;SP;SUDESTE
7195;3554706;TORRINHA;Torrinha;SP;SUDESTE
7197;3554805;TREMEMBÉ;Tremembé;SP;SUDESTE
7199;3554904;TRÊS FRONTEIRAS;Três Fronteiras;SP;SUDESTE
7201;3555000;TUPÃ;Tupã;SP;SUDESTE
7203;3555109;TUPI PAULISTA;Tupi Paulista;SP;SUDESTE
7205;3555208;TURIÚBA;Turiúba;SP;SUDESTE
7207;3555307;TURMALINA;Turmalina;SP;SUDESTE
7209;3555406;UBATUBA;Ubatuba;SP;SUDESTE
7211;3555505;UBIRAJARA;Ubirajara;SP;SUDESTE
7213;3555604;UCHOA;Uchoa;SP;SUDESTE
7215;3555703;UNIÃO PAULISTA;União Paulista;SP;SUDESTE
7217;3555802;URÂNIA;Urânia;SP;SUDESTE
7219;3555901;URU;Uru;SP;SUDESTE
7221;3556008;URUPÊS;Urupês;SP;SUDESTE
7223;3556107;VALENTIM GENTIL;Valentim Gentil;SP;SUDESTE
7225;3556206;VALINHOS;Valinhos;SP;SUDESTE
7227;3556305;VALPARAÍSO;Valparaíso;SP;SUDESTE
7231;3556404;VARGEM GRANDE DO SUL;Vargem Grande do Sul;SP;SUDESTE
7233;3556503;VÁRZEA PAULISTA;Várzea Paulista;SP;SUDESTE
7235;3556602;VERA CRUZ;Vera Cruz;SP;SUDESTE
7237;3556701;VINHEDO;Vinhedo;SP;SUDESTE
7239;3556800;VIRADOURO;Viradouro;SP;SUDESTE
7241;3556909;VISTA ALEGRE DO ALTO;Vista Alegre do Alto;SP;SUDESTE
7243;3557006;VOTORANTIM;Votorantim;SP;SUDESTE
7245;3557105;VOTUPORANGA;Votuporanga;SP;SUDESTE
7247;3507456;BOREBI;Borebi;SP;SUDESTE
7249;3513850;DIRCE REIS;Dirce Reis;SP;SUDESTE
7251;3514957;EMBAÚBA;Embaúba;SP;SUDESTE
7253;3515194;ESPÍRITO SANTO DO TURVO;Espírito Santo do Turvo;SP;SUDESTE
7255;3515350;EUCLIDES DA CUNHA PAULISTA;Euclides da Cunha Paulista;SP;SUDESTE
7257;3518859;GUATAPARÁ;Guatapará;SP;SUDESTE
7259;3519253;IARAS;Iaras;SP;SUDESTE
7263;3532058;MOTUCA;Motuca;SP;SUDESTE
7265;3544251;ROSANA;Rosana;SP;SUDESTE
7267;3553955;TARUMÃ;Tarumã;SP;SUDESTE
7273;3556453;VARGEM GRANDE PAULISTA;Vargem Grande Paulista;SP;SUDESTE
72;1700301;AGUIARNÓPOLIS;Aguiarnópolis;TO;NORTE
74;1703057;BANDEIRANTES DO TOCANTINS;Bandeirantes do Tocantins;TO;NORTE
76;1703073;BARRA DO OURO;Barra do Ouro;TO;NORTE
78;1704600;CHAPADA DE AREIA;Chapada de Areia;TO;NORTE
80;1705102;CHAPADA DA NATIVIDADE;Chapada da Natividade;TO;NORTE
82;1706258;CRIXÁS DO TOCANTINS;Crixás do Tocantins;TO;NORTE
84;1709807;IPUEIRAS;Ipueiras;TO;NORTE
86;1712157;LAVANDEIRA;Lavandeira;TO;NORTE
88;1712454;LUZINÓPOLIS;Luzinópolis;TO;NORTE
90;1713700;MONTE SANTO DO TOCANTINS;Monte Santo do Tocantins;TO;NORTE
92;1715507;OLIVEIRA DE FÁTIMA;Oliveira de Fátima;TO;NORTE
94;1718451;PUGMIL;Pugmil;TO;NORTE
96;1718899;SANTA RITA DO TOCANTINS;Santa Rita do Tocantins;TO;NORTE
98;1720002;SANTA TEREZINHA DO TOCANTINS;Santa Terezinha do Tocantins;TO;NORTE
100;1720978;TALISMÃ;Talismã;TO;NORTE
102;1721257;TUPIRAMA;Tupirama;TO;NORTE
165;1701051;ANGICO;Angico;TO;NORTE
167;1701309;ARAGOMINAS;Aragominas;TO;NORTE
169;1702158;ARAGUANÃ;Araguanã;TO;NORTE
171;1703826;CACHOEIRINHA;Cachoeirinha;TO;NORTE
173;1703842;CAMPOS LINDOS;Campos Lindos;TO;NORTE
175;1703883;CARMOLÂNDIA;Carmolândia;TO;NORTE
177;1703891;CARRASCO BONITO;Carrasco Bonito;TO;NORTE
