CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF;REGIAO
8311;4215802;SÃO BENTO DO SUL;São Bento do Sul;SC;SUL
8313;4215901;SÃO BONIFÁCIO;São Bonifácio;SC;SUL
8315;4216008;SÃO CARLOS;São Carlos;SC;SUL
8317;4216107;SÃO DOMINGOS;São Domingos;SC;SUL
8319;4216206;SÃO FRANCISCO DO SUL;São Francisco do Sul;SC;SUL
8321;4216305;SÃO JOÃO BATISTA;São João Batista;SC;SUL
8323;4216404;SÃO JOÃO DO SUL;São João do Sul;SC;SUL
8325;4216503;SÃO JOAQUIM;São Joaquim;SC;SUL
8327;4216602;SÃO JOSÉ;São José;SC;SUL
8329;4216701;SÃO JOSÉ DO CEDRO;São José do Cedro;SC;SUL
8331;4216800;SÃO JOSÉ DO CERRITO;São José do Cerrito;SC;SUL
8333;4216909;São Lourenço do Oeste;São Lourenço do Oeste;SC;SUL
8335;4217006;SÃO LUDGERO;São Ludgero;SC;SUL
8337;4217105;SÃO MARTINHO;São Martinho;SC;SUL
8339;4217204;SÃO MIGUEL DO OESTE;São Miguel do Oeste;SC;SUL
8341;4217303;SAUDADES;Saudades;SC;SUL
8343;4217402;SCHROEDER;Schroeder;SC;SUL
8345;4217501;SEARA;Seara;SC;SUL
8347;4217600;SIDERÓPOLIS;Siderópolis;SC;SUL
8349;4217709;SOMBRIO;Sombrio;SC;SUL
8351;4217808;TAIÓ;Taió;SC;SUL
8353;4217907;TANGARÁ;Tangará;SC;SUL
8355;4218004;TIJUCAS;Tijucas;SC;SUL
8357;4218202;TIMBÓ;Timbó;SC;SUL
8359;4218301;TRÊS BARRAS;Três Barras;SC;SUL
8361;4218400;TREZE DE MAIO;Treze de Maio;SC;SUL
8363;4218509;TREZE TÍLIAS;Treze Tílias;SC;SUL
8365;4218608;TROMBUDO CENTRAL;Trombudo Central;SC;SUL
8367;4218707;TUBARÃO;Tubarão;SC;SUL
8369;4218806;TURVO;Turvo;SC;SUL
8371;4218905;URUBICI;Urubici;SC;SUL
8373;4219002;URUSSANGA;Urussanga;SC;SUL
8375;4219101;VARGEÃO;Vargeão;SC;SUL
8377;4219200;VIDAL RAMOS;Vidal Ramos;SC;SUL
8379;4219309;VIDEIRA;Videira;SC;SUL
8381;4219408;WITMARSUM;Witmarsum;SC;SUL
8383;4219507;XANXERÊ;Xanxerê;SC;SUL
8385;4219606;XAVANTINA;Xavantina;SC;SUL
8387;4219705;XAXIM;Xaxim;SC;SUL
8389;4202503;BOM JARDIM DA SERRA;Bom Jardim da Serra;SC;SUL
8391;4210407;MARACAJÁ;Maracajá;SC;SUL
8393;4218103;TIMBÉ DO SUL;Timbé do Sul;SC;SUL
8395;4204558;CORREIA PINTO;Correia Pinto;SC;SUL
8397;4211751;OTACÍLIO COSTA;Otacílio Costa;SC;SUL
1192;4220000;BALNEÁRIO RINCÃO;Balneário Rincão;SC;SUL
1194;4212650;PESCARIA BRAVA;Pescaria Brava;SC;SUL
9939;4200051;ABDON BATISTA;Abdon Batista;SC;SUL
9941;4201257;APIÚNA;Apiúna;SC;SUL
9943;4204152;CELSO RAMOS;Celso Ramos;SC;SUL
9945;4205159;DOUTOR PEDRINHO;Doutor Pedrinho;SC;SUL
9951;4207650;IPORÃ DO OESTE;Iporã do Oeste;SC;SUL
9953;4207759;IRACEMINHA;Iraceminha;SC;SUL
9957;4209151;JOSÉ BOITEUX;José Boiteux;SC;SUL
9961;4209854;LINDÓIA DO SUL;Lindóia do Sul;SC;SUL
9963;4210555;MAREMA;Marema;SC;SUL
9967;4215653;SANTA ROSA DO SUL;Santa Rosa do Sul;SC;SUL
9971;4218251;TIMBÓ GRANDE;Timbó Grande;SC;SUL
9973;4218855;UNIÃO DO OESTE;União do Oeste;SC;SUL
9975;4218954;URUPEMA;Urupema;SC;SUL
9977;4219358;VITOR MEIRELES;Vitor Meireles;SC;SUL
9985;4208450;ITAPOÁ;Itapoá;SC;SUL
9989;4217550;SERRA ALTA;Serra Alta;SC;SUL
9991;4218756;TUNÁPOLIS;Tunápolis;SC;SUL
2647;2806404;SANTANA DO SÃO FRANCISCO;Santana do São Francisco;SE;NORDESTE
3101;2800100;AMPARO DE SÃO FRANCISCO;Amparo do São Francisco;SE;NORDESTE
3103;2800209;AQUIDABÃ;Aquidabã;SE;NORDESTE
3105;2800308;ARACAJU;Aracaju;SE;NORDESTE
3107;2800407;ARAUÁ;Arauá;SE;NORDESTE
3109;2800506;AREIA BRANCA;Areia Branca;SE;NORDESTE
3111;2800605;BARRA DOS COQUEIROS;Barra dos Coqueiros;SE;NORDESTE
3113;2800704;BREJO GRANDE;Brejo Grande;SE;NORDESTE
3115;2800670;BOQUIM;Boquim;SE;NORDESTE
3119;2801009;CAMPO DO BRITO;Campo do Brito;SE;NORDESTE
3121;2801108;CANHOBA;Canhoba;SE;NORDESTE
3123;2801207;CANINDÉ DE SÃO FRANCISCO;Canindé de São Francisco;SE;NORDESTE
3125;2801306;CAPELA;Capela;SE;NORDESTE
3127;2801405;CARIRA;Carira;SE;NORDESTE
3129;2801504;CARMÓPOLIS;Carmópolis;SE;NORDESTE
3131;2801603;CEDRO DE SÃO JOÃO;Cedro de São João;SE;NORDESTE
3133;2801702;CRISTINÁPOLIS;Cristinápolis;SE;NORDESTE
3135;2804458;NOSSA SENHORA APARECIDA;Nossa Senhora Aparecida;SE;NORDESTE
3137;2801900;CUMBE;Cumbe;SE;NORDESTE
3139;2802007;DIVINA PASTORA;Divina Pastora;SE;NORDESTE
3141;2802106;ESTÂNCIA;Estância;SE;NORDESTE
3143;2802205;FEIRA NOVA;Feira Nova;SE;NORDESTE
3145;2802304;FREI PAULO;Frei Paulo;SE;NORDESTE
3147;2802502;GENERAL MAYNARD;General Maynard;SE;NORDESTE
3149;2802403;GARARU;Gararu;SE;NORDESTE
3151;2802601;GRACCHO CARDOSO;Gracho Cardoso;SE;NORDESTE
3153;2802700;ILHA DAS FLORES;Ilha das Flores;SE;NORDESTE
3155;2802809;INDIAROBA;Indiaroba;SE;NORDESTE
3157;2802908;ITABAIANA;Itabaiana;SE;NORDESTE
3159;2803005;ITABAIANINHA;Itabaianinha;SE;NORDESTE
3161;2803104;ITABI;Itabi;SE;NORDESTE
3163;2803203;ITAPORANGA D'AJUDA;Itaporanga d'Ajuda;SE;NORDESTE
3165;2803302;JAPARATUBA;Japaratuba;SE;NORDESTE
3167;2803401;JAPOATÃ;Japoatã;SE;NORDESTE
3169;2803500;LAGARTO;Lagarto;SE;NORDESTE
3171;2803609;LARANJEIRAS;Laranjeiras;SE;NORDESTE
3173;2803708;MACAMBIRA;Macambira;SE;NORDESTE
3175;2803807;MALHADA DOS BOIS;Malhada dos Bois;SE;NORDESTE
3177;2803906;MALHADOR;Malhador;SE;NORDESTE
3179;2804003;MARUIM;Maruim;SE;NORDESTE
3181;2804102;MOITA BONITA;Moita Bonita;SE;NORDESTE
3183;2804201;MONTE ALEGRE DE SERGIPE;Monte Alegre de Sergipe;SE;NORDESTE
3185;2804300;MURIBECA;Muribeca;SE;NORDESTE
3187;2804409;NEÓPOLIS;Neópolis;SE;NORDESTE
3189;2804508;NOSSA SENHORA DA GLÓRIA;Nossa Senhora da Glória;SE;NORDESTE
3191;2804607;NOSSA SENHORA DAS DORES;Nossa Senhora das Dores;SE;NORDESTE
3193;2804706;NOSSA SENHORA DE LOURDES;Nossa Senhora de Lourdes;SE;NORDESTE
3195;2804805;NOSSA SENHORA DO SOCORRO;Nossa Senhora do Socorro;SE;NORDESTE
3197;2804904;PACATUBA;Pacatuba;SE;NORDESTE
3199;2805000;PEDRA MOLE;Pedra Mole;SE;NORDESTE
3201;2805109;PEDRINHAS;Pedrinhas;SE;NORDESTE
3203;2805208;PINHÃO;Pinhão;SE;NORDESTE
3205;2805307;PIRAMBU;Pirambu;SE;NORDESTE
3207;2805406;POÇO REDONDO;Poço Redondo;SE;NORDESTE
3209;2805505;POÇO VERDE;Poço Verde;SE;NORDESTE
3211;2805604;PORTO DA FOLHA;Porto da Folha;SE;NORDESTE
3213;2805703;PROPRIÁ;Propriá;SE;NORDESTE
3215;2805802;RIACHÃO DO DANTAS;Riachão do Dantas;SE;NORDESTE
3217;2805901;RIACHUELO;Riachuelo;SE;NORDESTE
3219;2806008;RIBEIRÓPOLIS;Ribeirópolis;SE;NORDESTE
3221;2806107;ROSÁRIO DO CATETE;Rosário do Catete;SE;NORDESTE
3223;2806206;SALGADO;Salgado;SE;NORDESTE
3225;2806305;SANTA LUZIA DO ITANHY;Santa Luzia do Itanhy;SE;NORDESTE
3229;2806503;SANTA ROSA DE LIMA;Santa Rosa de Lima;SE;NORDESTE
3231;2806602;SANTO AMARO DAS BROTAS;Santo Amaro das Brotas;SE;NORDESTE
3233;2806701;SÃO CRISTÓVÃO;São Cristóvão;SE;NORDESTE
3235;2806800;SÃO DOMINGOS;São Domingos;SE;NORDESTE
3237;2806909;SÃO FRANCISCO;São Francisco;SE;NORDESTE
3239;2807006;SÃO MIGUEL DO ALEIXO;São Miguel do Aleixo;SE;NORDESTE
3241;2807105;SIMÃO DIAS;Simão Dias;SE;NORDESTE
3243;2807204;SIRIRI;Siriri;SE;NORDESTE
3245;2807303;TELHA;Telha;SE;NORDESTE
3247;2807402;TOBIAS BARRETO;Tobias Barreto;SE;NORDESTE
3249;2807501;TOMAR DO GERU;Tomar do Geru;SE;NORDESTE
3251;2807600;UMBAÚBA;Umbaúba;SE;NORDESTE
790;3503356;ARCO-ÍRIS;Arco-Íris;SP;SUDESTE
792;3507753;BREJO ALEGRE;Brejo Alegre;SP;SUDESTE
794;3509957;CANAS;Canas;SP;SUDESTE
796;3515657;FERNÃO;Fernão;SP;SUDESTE
798;3516853;GAVIÃO PEIXOTO;Gavião Peixoto;SP;SUDESTE
800;3521150;IPIGUÁ;Ipiguá;SP;SUDESTE
802;3525854;JUMIRIM;Jumirim;SP;SUDESTE
804;3532157;NANTES;Nantes;SP;SUDESTE
806;3532868;NOVA CASTILHO;Nova Castilho;SP;SUDESTE
808;3534757;OUROESTE;Ouroeste;SP;SUDESTE
810;3536570;PAULISTÂNIA;Paulistânia;SP;SUDESTE
812;3540853;PRACINHA;Pracinha;SP;SUDESTE
814;3541059;PRATÂNIA;Pratânia;SP;SUDESTE
816;3541653;QUADRA;Quadra;SP;SUDESTE
818;3543238;RIBEIRÃO DOS ÍNDIOS;Ribeirão dos Índios;SP;SUDESTE
820;3546256;SANTA CRUZ DA ESPERANÇA;Santa Cruz da Esperança;SP;SUDESTE
822;3547650;SANTA SALETE;Santa Salete;SP;SUDESTE
824;3553658;TAQUARAL;Taquaral;SP;SUDESTE
826;3554755;TRABIJU;Trabiju;SP;SUDESTE
828;3556958;VITÓRIA BRASIL;Vitória Brasil;SP;SUDESTE
2937;3527256;LOURDES;Lourdes;SP;SUDESTE
2939;3548054;SANTO ANTÔNIO DO ARACANGUÁ;Santo Antônio do Aracanguá;SP;SUDESTE
2941;3549250;SÃO JOÃO DE IRACEMA;São João de Iracema;SP;SUDESTE
2943;3520442;ILHA SOLTEIRA;Ilha Solteira;SP;SUDESTE
2945;3552551;SUZANÁPOLIS;Suzanápolis;SP;SUDESTE
2947;3510153;CANITAR;Canitar;SP;SUDESTE
2949;3515152;ENGENHEIRO COELHO;Engenheiro Coelho;SP;SUDESTE
2951;3519071;HORTOLÂNDIA;Hortolândia;SP;SUDESTE
2953;3519055;HOLAMBRA;Holambra;SP;SUDESTE
2955;3554953;TUIUTI;Tuiuti;SP;SUDESTE
2957;3556354;VARGEM;Vargem;SP;SUDESTE
2959;3557303;ESTIVA GERBI;Estiva Gerbi;SP;SUDESTE
2961;3515129;EMILIANÓPOLIS;Emilianópolis;SP;SUDESTE
2963;3537156;PEDRINHAS PAULISTA;Pedrinhas Paulista;SP;SUDESTE
2965;3506359;BERTIOGA;Bertioga;SP;SUDESTE
2967;3509254;CAJATI;Cajati;SP;SUDESTE
2969;3520426;ILHA COMPRIDA;Ilha Comprida;SP;SUDESTE
2971;3555356;UBARANA;Ubarana;SP;SUDESTE
2973;3557154;ZACARIAS;Zacarias;SP;SUDESTE
2975;3514924;ELISIÁRIO;Elisiário;SP;SUDESTE
2977;3528858;MARAPOAMA;Marapoama;SP;SUDESTE
2979;3533254;NOVAIS;Novais;SP;SUDESTE
2981;3503950;ASPÁSIA;Aspásia;SP;SUDESTE
2983;3529658;MESÓPOLIS;Mesópolis;SP;SUDESTE
2985;3532843;NOVA CANAÃ PAULISTA;Nova Canaã Paulista;SP;SUDESTE
2987;3540259;PONTALINDA;Pontalinda;SP;SUDESTE
2989;3536257;PARISI;Parisi;SP;SUDESTE
2991;3503158;ARAPEÍ;Arapeí;SP;SUDESTE
2993;3540754;POTIM;Potim;SP;SUDESTE
2995;3500758;ALAMBARI;Alambari;SP;SUDESTE
2997;3505351;BARRA DO CHAPÉU;Barra do Chapéu;SP;SUDESTE
2999;3509452;CAMPINA DO MONTE ALEGRE;Campina do Monte Alegre;SP;SUDESTE
3053;3522158;ITAÓCA;Itaoca;SP;SUDESTE
3055;3522653;ITAPIRAPUÃ PAULISTA;Itapirapuã Paulista;SP;SUDESTE
3057;3543253;RIBEIRÃO GRANDE;Ribeirão Grande;SP;SUDESTE
3059;3507159;BOM SUCESSO DE ITARARÉ;Bom Sucesso de Itararé;SP;SUDESTE
3061;3532827;NOVA CAMPINA;Nova Campina;SP;SUDESTE
3063;3553856;TAQUARIVAÍ;Taquarivaí;SP;SUDESTE
3065;3501152;ALUMÍNIO;Alumínio;SP;SUDESTE
3067;3502754;ARAÇARIGUAMA;Araçariguama;SP;SUDESTE
3227;3554656;TORRE DE PEDRA;Torre de Pedra;SP;SUDESTE
5445;3545159;SALTINHO;Saltinho;SP;SUDESTE
5447;3549953;SÃO LOURENÇO DA SERRA;São Lourenço da Serra;SP;SUDESTE
6101;3500105;ADAMANTINA;Adamantina;SP;SUDESTE
6103;3500204;ADOLFO;Adolfo;SP;SUDESTE
6105;3500303;AGUAÍ;Aguaí;SP;SUDESTE
6107;3500402;ÁGUAS DA PRATA;Águas da Prata;SP;SUDESTE
6109;3500501;ÁGUAS DE LINDÓIA;Águas de Lindóia;SP;SUDESTE
6111;3500600;ÁGUAS DE SÃO PEDRO;Águas de São Pedro;SP;SUDESTE
6113;3500709;AGUDOS;Agudos;SP;SUDESTE
6115;3500808;ALFREDO MARCONDES;Alfredo Marcondes;SP;SUDESTE
6117;3500907;ALTAIR;Altair;SP;SUDESTE
6119;3501004;ALTINÓPOLIS;Altinópolis;SP;SUDESTE
6121;3501103;ALTO ALEGRE;Alto Alegre;SP;SUDESTE
6123;3501202;ÁLVARES FLORENCE;Álvares Florence;SP;SUDESTE
6125;3501301;ÁLVARES MACHADO;Álvares Machado;SP;SUDESTE
6127;3501400;ÁLVARO DE CARVALHO;Álvaro de Carvalho;SP;SUDESTE
6129;3501509;ALVINLÂNDIA;Alvinlândia;SP;SUDESTE
6131;3501608;AMERICANA;Americana;SP;SUDESTE
6133;3501707;AMÉRICO BRASILIENSE;Américo Brasiliense;SP;SUDESTE
6135;3501806;AMÉRICO DE CAMPOS;Américo de Campos;SP;SUDESTE
6137;3501905;AMPARO;Amparo;SP;SUDESTE
6139;3502002;ANALÂNDIA;Analândia;SP;SUDESTE
6141;3502101;ANDRADINA;Andradina;SP;SUDESTE
6143;3502200;ANGATUBA;Angatuba;SP;SUDESTE
6145;3502309;ANHEMBI;Anhembi;SP;SUDESTE
6147;3502408;ANHUMAS;Anhumas;SP;SUDESTE
6149;3502507;APARECIDA;Aparecida;SP;SUDESTE
6151;3502606;APARECIDA D'OESTE;Aparecida d'Oeste;SP;SUDESTE
6153;3502705;APIAÍ;Apiaí;SP;SUDESTE
6155;3502804;ARAÇATUBA;Araçatuba;SP;SUDESTE
6157;3502903;ARAÇOIABA DA SERRA;Araçoiaba da Serra;SP;SUDESTE
6159;3503000;ARAMINA;Aramina;SP;SUDESTE
6161;3503109;ARANDU;Arandu;SP;SUDESTE
6163;3503208;ARARAQUARA;Araraquara;SP;SUDESTE
6165;3503307;ARARAS;Araras;SP;SUDESTE
6167;3503406;AREALVA;Arealva;SP;SUDESTE
6169;3503505;AREIAS;Areias;SP;SUDESTE
6171;3503604;AREIÓPOLIS;Areiópolis;SP;SUDESTE
6173;3503703;ARIRANHA;Ariranha;SP;SUDESTE
6175;3503802;ARTUR NOGUEIRA;Artur Nogueira;SP;SUDESTE
6177;3503901;ARUJÁ;Arujá;SP;SUDESTE
6179;3504008;ASSIS;Assis;SP;SUDESTE
6181;3504107;ATIBAIA;Atibaia;SP;SUDESTE
6183;3504206;AURIFLAMA;Auriflama;SP;SUDESTE
6185;3504305;AVAÍ;Avaí;SP;SUDESTE
6187;3504404;AVANHANDAVA;Avanhandava;SP;SUDESTE
6189;3504503;AVARÉ;Avaré;SP;SUDESTE
6191;3504602;BADY BASSITT;Bady Bassitt;SP;SUDESTE
6193;3504701;BALBINOS;Balbinos;SP;SUDESTE
6195;3504800;BÁLSAMO;Bálsamo;SP;SUDESTE
6197;3504909;BANANAL;Bananal;SP;SUDESTE
6199;3505104;BARBOSA;Barbosa;SP;SUDESTE
6201;3505005;BARÃO DE ANTONINA;Barão de Antonina;SP;SUDESTE
6203;3505203;BARIRI;Bariri;SP;SUDESTE
6205;3505302;BARRA BONITA;Barra Bonita;SP;SUDESTE
6207;3505401;BARRA DO TURVO;Barra do Turvo;SP;SUDESTE
6209;3505500;BARRETOS;Barretos;SP;SUDESTE
6211;3505609;BARRINHA;Barrinha;SP;SUDESTE
6213;3505708;BARUERI;Barueri;SP;SUDESTE
6215;3505807;BASTOS;Bastos;SP;SUDESTE
6217;3505906;BATATAIS;Batatais;SP;SUDESTE
6219;3506003;BAURU;Bauru;SP;SUDESTE
6221;3506102;BEBEDOURO;Bebedouro;SP;SUDESTE
6223;3506201;BENTO DE ABREU;Bento de Abreu;SP;SUDESTE
6225;3506300;BERNARDINO DE CAMPOS;Bernardino de Campos;SP;SUDESTE
6227;3506409;BILAC;Bilac;SP;SUDESTE
6229;3506508;BIRIGUI;Birigui;SP;SUDESTE
6231;3506607;BIRITIBA-MIRIM;Biritiba Mirim;SP;SUDESTE
6233;3506706;BOA ESPERANÇA DO SUL;Boa Esperança do Sul;SP;SUDESTE
6235;3506805;BOCAINA;Bocaina;SP;SUDESTE
6237;3506904;BOFETE;Bofete;SP;SUDESTE
6239;3507001;BOITUVA;Boituva;SP;SUDESTE
6241;3507100;BOM JESUS DOS PERDÕES;Bom Jesus dos Perdões;SP;SUDESTE
6243;3507209;BORÁ;Borá;SP;SUDESTE
6245;3507308;BORACÉIA;Boracéia;SP;SUDESTE
6247;3507407;BORBOREMA;Borborema;SP;SUDESTE
6249;3507506;BOTUCATU;Botucatu;SP;SUDESTE
6251;3507605;BRAGANÇA PAULISTA;Bragança Paulista;SP;SUDESTE
6255;3507704;BRAÚNA;Braúna;SP;SUDESTE
6257;3507803;BRODOWSKI;Brodowski;SP;SUDESTE
6259;3507902;BROTAS;Brotas;SP;SUDESTE
6261;3508009;BURI;Buri;SP;SUDESTE
6263;3508108;BURITAMA;Buritama;SP;SUDESTE
6265;3508207;BURITIZAL;Buritizal;SP;SUDESTE
6267;3508306;CABRÁLIA PAULISTA;Cabrália Paulista;SP;SUDESTE
6269;3508405;CABREÚVA;Cabreúva;SP;SUDESTE
6271;3508504;CAÇAPAVA;Caçapava;SP;SUDESTE
6273;3508603;CACHOEIRA PAULISTA;Cachoeira Paulista;SP;SUDESTE
6275;3508702;CACONDE;Caconde;SP;SUDESTE
6277;3508801;CAFELÂNDIA;Cafelândia;SP;SUDESTE
6279;3508900;CAIABU;Caiabu;SP;SUDESTE
6281;3509007;CAIEIRAS;Caieiras;SP;SUDESTE
6283;3509106;CAIUÁ;Caiuá;SP;SUDESTE
6285;3509205;CAJAMAR;Cajamar;SP;SUDESTE
6287;3509304;CAJOBI;Cajobi;SP;SUDESTE
6289;3509403;CAJURU;Cajuru;SP;SUDESTE
6291;3509502;CAMPINAS;Campinas;SP;SUDESTE
6293;3509601;CAMPO LIMPO PAULISTA;Campo Limpo Paulista;SP;SUDESTE
6295;3509700;CAMPOS DO JORDÃO;Campos do Jordão;SP;SUDESTE
6297;3509809;CAMPOS NOVOS PAULISTA;Campos Novos Paulista;SP;SUDESTE
6299;3509908;CANANÉIA;Cananéia;SP;SUDESTE
6301;3510005;CÂNDIDO MOTA;Cândido Mota;SP;SUDESTE
6303;3510104;CÂNDIDO RODRIGUES;Cândido Rodrigues;SP;SUDESTE
6305;3510203;CAPÃO BONITO;Capão Bonito;SP;SUDESTE
6307;3510302;CAPELA DO ALTO;Capela do Alto;SP;SUDESTE
6309;3510401;CAPIVARI;Capivari;SP;SUDESTE
6311;3510500;CARAGUATATUBA;Caraguatatuba;SP;SUDESTE
6313;3510609;CARAPICUÍBA;Carapicuíba;SP;SUDESTE
6315;3510708;CARDOSO;Cardoso;SP;SUDESTE
6317;3510807;CASA BRANCA;Casa Branca;SP;SUDESTE
6319;3510906;CÁSSIA DOS COQUEIROS;Cássia dos Coqueiros;SP;SUDESTE
6321;3511003;CASTILHO;Castilho;SP;SUDESTE
6323;3511102;CATANDUVA;Catanduva;SP;SUDESTE
6325;3511201;CATIGUÁ;Catiguá;SP;SUDESTE
6327;3511300;CEDRAL;Cedral;SP;SUDESTE
6329;3511409;CERQUEIRA CÉSAR;Cerqueira César;SP;SUDESTE
6331;3511508;CERQUILHO;Cerquilho;SP;SUDESTE
6333;3511607;CESÁRIO LANGE;Cesário Lange;SP;SUDESTE
6335;3511706;CHARQUEADA;Charqueada;SP;SUDESTE
6337;3557204;CHAVANTES;Chavantes;SP;SUDESTE
6339;3511904;CLEMENTINA;Clementina;SP;SUDESTE
6341;3512001;COLINA;Colina;SP;SUDESTE
6343;3512100;COLÔMBIA;Colômbia;SP;SUDESTE
6345;3512209;CONCHAL;Conchal;SP;SUDESTE
6347;3512308;CONCHAS;Conchas;SP;SUDESTE
6349;3512407;CORDEIRÓPOLIS;Cordeirópolis;SP;SUDESTE
6351;3512506;COROADOS;Coroados;SP;SUDESTE
6353;3512605;CORONEL MACEDO;Coronel Macedo;SP;SUDESTE
6355;3512704;CORUMBATAÍ;Corumbataí;SP;SUDESTE
6357;3512803;COSMÓPOLIS;Cosmópolis;SP;SUDESTE
6359;3512902;COSMORAMA;Cosmorama;SP;SUDESTE
6361;3513009;COTIA;Cotia;SP;SUDESTE
6363;3513108;CRAVINHOS;Cravinhos;SP;SUDESTE
6365;3513207;CRISTAIS PAULISTA;Cristais Paulista;SP;SUDESTE
6367;3513306;CRUZÁLIA;Cruzália;SP;SUDESTE
6369;3513405;CRUZEIRO;Cruzeiro;SP;SUDESTE
6371;3513504;CUBATÃO;Cubatão;SP;SUDESTE
6373;3513603;CUNHA;Cunha;SP;SUDESTE
6375;3513702;DESCALVADO;Descalvado;SP;SUDESTE
6377;3513801;DIADEMA;Diadema;SP;SUDESTE
6379;3513900;DIVINOLÂNDIA;Divinolândia;SP;SUDESTE
6381;3514007;DOBRADA;Dobrada;SP;SUDESTE
6383;3514106;DOIS CÓRREGOS;Dois Córregos;SP;SUDESTE
6385;3514205;DOLCINÓPOLIS;Dolcinópolis;SP;SUDESTE
6387;3514304;DOURADO;Dourado;SP;SUDESTE
6389;3514403;DRACENA;Dracena;SP;SUDESTE
6391;3514502;DUARTINA;Duartina;SP;SUDESTE
6393;3514601;DUMONT;Dumont;SP;SUDESTE
6395;3514700;ECHAPORÃ;Echaporã;SP;SUDESTE
6397;3514809;ELDORADO;Eldorado;SP;SUDESTE
6399;3514908;ELIAS FAUSTO;Elias Fausto;SP;SUDESTE
6401;3515004;EMBU DAS ARTES;Embu das Artes;SP;SUDESTE
6403;3515103;EMBU-GUAÇU;Embu-Guaçu;SP;SUDESTE
6405;3515202;ESTRELA D'OESTE;Estrela d'Oeste;SP;SUDESTE
6407;3515301;ESTRELA DO NORTE;Estrela do Norte;SP;SUDESTE
6409;3515400;FARTURA;Fartura;SP;SUDESTE
6411;3515509;FERNANDÓPOLIS;Fernandópolis;SP;SUDESTE
6413;3515608;FERNANDO PRESTES;Fernando Prestes;SP;SUDESTE
6415;3515707;FERRAZ DE VASCONCELOS;Ferraz de Vasconcelos;SP;SUDESTE
6417;3515806;FLORA RICA;Flora Rica;SP;SUDESTE
6419;3515905;FLOREAL;Floreal;SP;SUDESTE
6421;3516002;FLÓRIDA PAULISTA;Flórida Paulista;SP;SUDESTE
6423;3516101;FLORÍNEA;Florínea;SP;SUDESTE
6425;3516200;FRANCA;Franca;SP;SUDESTE
6427;3516309;FRANCISCO MORATO;Francisco Morato;SP;SUDESTE
6429;3516408;FRANCO DA ROCHA;Franco da Rocha;SP;SUDESTE
6431;3516507;GABRIEL MONTEIRO;Gabriel Monteiro;SP;SUDESTE
6433;3516606;GÁLIA;Gália;SP;SUDESTE
6435;3516705;GARÇA;Garça;SP;SUDESTE
6437;3516804;GASTÃO VIDIGAL;Gastão Vidigal;SP;SUDESTE
6439;3516903;GENERAL SALGADO;General Salgado;SP;SUDESTE
6441;3517000;GETULINA;Getulina;SP;SUDESTE
6443;3517109;GLICÉRIO;Glicério;SP;SUDESTE
6445;3517208;GUAIÇARA;Guaiçara;SP;SUDESTE
6447;3517307;GUAIMBÊ;Guaimbê;SP;SUDESTE
6449;3517406;GUAÍRA;Guaíra;SP;SUDESTE
6451;3517505;GUAPIAÇU;Guapiaçu;SP;SUDESTE
6453;3517604;GUAPIARA;Guapiara;SP;SUDESTE
6455;3517703;GUARÁ;Guará;SP;SUDESTE
6457;3517802;GUARAÇAÍ;Guaraçaí;SP;SUDESTE
6459;3517901;GUARACI;Guaraci;SP;SUDESTE
6461;3518008;GUARANI D'OESTE;Guarani d'Oeste;SP;SUDESTE
6463;3518107;GUARANTÃ;Guarantã;SP;SUDESTE
6465;3518206;GUARARAPES;Guararapes;SP;SUDESTE
6467;3518305;GUARAREMA;Guararema;SP;SUDESTE
6469;3518404;GUARATINGUETÁ;Guaratinguetá;SP;SUDESTE
6471;3518503;GUAREÍ;Guareí;SP;SUDESTE
6473;3518602;GUARIBA;Guariba;SP;SUDESTE
6475;3518701;GUARUJÁ;Guarujá;SP;SUDESTE
6477;3518800;GUARULHOS;Guarulhos;SP;SUDESTE
6479;3518909;GUZOLÂNDIA;Guzolândia;SP;SUDESTE
6481;3519006;HERCULÂNDIA;Herculândia;SP;SUDESTE
6483;3519105;IACANGA;Iacanga;SP;SUDESTE
6485;3519204;IACRI;Iacri;SP;SUDESTE
6487;3519303;IBATÉ;Ibaté;SP;SUDESTE
6489;3519402;IBIRÁ;Ibirá;SP;SUDESTE
6491;3519501;IBIRAREMA;Ibirarema;SP;SUDESTE
6493;3519600;IBITINGA;Ibitinga;SP;SUDESTE
6495;3519709;IBIÚNA;Ibiúna;SP;SUDESTE
6497;3519808;ICÉM;Icém;SP;SUDESTE
6499;3519907;IEPÊ;Iepê;SP;SUDESTE
6501;3520004;IGARAÇU DO TIETÊ;Igaraçu do Tietê;SP;SUDESTE
6503;3520103;IGARAPAVA;Igarapava;SP;SUDESTE
6505;3520202;IGARATÁ;Igaratá;SP;SUDESTE
6507;3520301;IGUAPE;Iguape;SP;SUDESTE
6509;3520400;ILHABELA;Ilhabela;SP;SUDESTE
6511;3520509;INDAIATUBA;Indaiatuba;SP;SUDESTE
6513;3520608;INDIANA;Indiana;SP;SUDESTE
6515;3520707;INDIAPORÃ;Indiaporã;SP;SUDESTE
6517;3520806;INÚBIA PAULISTA;Inúbia Paulista;SP;SUDESTE
6519;3520905;IPAUSSU;Ipaussu;SP;SUDESTE
